congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,20304,61,8,AZ,200,,,"FRANKS, Trent",F000448,1957,,0.7490000000000001,0.087,-45.672470000000004,0.91933,543.0,23.0,,0.621,-0.006
115,House,21300,61,9,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.102,0.064,-262.83236,0.74405,889.0,133.0,,-0.09699999999999999,0.124
115,House,21501,61,2,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.345,0.027000000000000003,-141.95528000000002,0.8597,939.0,84.0,,0.391,-0.028999999999999998
115,House,15621,71,48,CA,200,,,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.41700000000000004,-191.72548,0.8128,925.0,77.0,,0.609,-0.5489999999999999
115,House,20107,71,49,CA,200,,,"ISSA, Darrell",I000056,1953,,0.505,-0.083,-97.15264,0.8984200000000001,907.0,39.0,,0.449,-0.096
115,House,21109,71,10,CA,200,,,"DENHAM, Jeff",D000612,1967,,0.306,0.212,-102.31873,0.89464,919.0,65.0,,0.23800000000000002,0.535
115,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.254,0.413,-80.09397,0.9188200000000001,946.0,55.0,,0.248,0.687
115,House,21505,71,25,CA,200,,,"KNIGHT, Steve",K000387,1966,,0.397,0.188,-100.68598,0.8988299999999999,944.0,63.0,,0.311,0.359
115,House,21509,71,45,CA,200,,,"WALTERS, Mimi",W000820,1962,,0.433,0.177,-64.84546999999999,0.9314399999999999,913.0,20.0,,0.522,0.131
115,House,29321,71,39,CA,200,,,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-134.2203,0.8669399999999999,940.0,41.0,,0.47700000000000004,-0.171
115,House,20904,62,2,CO,100,,,"POLIS, Jared",P000598,1975,,-0.278,-0.6920000000000001,-126.08868999999999,0.8619899999999999,849.0,46.0,,-0.27,-0.7879999999999999
115,House,20906,62,6,CO,200,,,"COFFMAN, Mike",C001077,1955,,0.49200000000000005,-0.213,-156.11568,0.8489,953.0,88.0,,0.424,-0.16899999999999998
115,House,21316,1,5,CT,100,,,"ESTY, Elizabeth",E000293,1959,,-0.315,-0.078,-85.80393000000001,0.9139799999999999,954.0,48.0,,-0.341,0.067
115,House,15634,43,27,FL,200,,,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-208.93536,0.77531,821.0,111.0,,0.213,-0.19
115,House,20910,43,17,FL,200,,,"ROONEY, Thomas J.",R000583,1970,,0.45799999999999996,0.013000000000000001,-107.57895,0.87939,837.0,33.0,,0.366,0.122
115,House,21117,43,15,FL,200,,,"ROSS, Dennis",R000593,1959,,0.531,0.099,-52.026920000000004,0.93994,840.0,13.0,,0.47200000000000003,0.33399999999999996
115,House,21318,43,6,FL,200,,,"DeSANTIS, Ron",D000621,1978,,0.6629999999999999,-0.105,-69.4445,0.9187,819.0,52.0,,0.687,0.031
115,House,21512,43,26,FL,200,,,"CURBELO, Carlos",C001107,1980,,0.21100000000000002,-0.185,-191.67738,0.80566,887.0,96.0,,0.24,-0.191
115,House,21752,44,6,GA,200,,,"HANDEL, Karen",H001078,1962,,0.493,0.305,-54.38725,0.9242,690.0,19.0,,0.494,0.303
115,House,21124,82,1,HI,100,,,"HANABUSA, Colleen",H001050,1951,,-0.37,0.004,-84.1993,0.9046200000000001,840.0,42.0,,-0.359,0.023
115,House,21125,63,1,ID,200,,,"LABRADOR, Raúl R.",L000573,1967,,0.735,-0.5710000000000001,-121.02518,0.8624700000000001,818.0,46.0,,1.0,-0.03
115,House,20715,21,6,IL,200,,,"ROSKAM, Peter",R000580,1961,,0.429,0.018000000000000002,-129.50472,0.8665299999999999,904.0,65.0,,0.303,0.11199999999999999
115,House,21129,21,14,IL,200,,,"HULTGREN, Randy",H001059,1966,,0.49,-0.034,-87.46054000000001,0.9102399999999999,930.0,27.0,,0.45,-0.0
115,House,29348,21,4,IL,100,,,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.48700000000000004,-0.26,-86.59678000000001,0.90104,831.0,42.0,,-0.5720000000000001,-0.124
115,House,21131,22,4,IN,200,,,"ROKITA, Todd",R000592,1970,,0.602,-0.16,-107.54672,0.8902399999999999,925.0,58.0,,0.6940000000000001,-0.11
115,House,21332,22,6,IN,200,,,"MESSER, Luke",M001189,1969,,0.563,-0.086,-74.26984,0.9202,893.0,24.0,,0.589,-0.109
115,House,21520,31,1,IA,200,,,"BLUM, Rod",B001294,1955,,0.527,-0.488,-262.21396,0.75107,916.0,105.0,,0.5379999999999999,-0.5539999999999999
115,House,21521,31,3,IA,200,,,"YOUNG, David",Y000066,1968,,0.442,-0.038,-113.41718,0.88835,958.0,35.0,,0.439,-0.11699999999999999
115,House,20915,32,2,KS,200,,,"JENKINS, Lynn",J000290,1963,,0.523,0.004,-92.63139,0.90209,899.0,61.0,,0.5,0.31
115,House,21135,32,3,KS,200,,,"YODER, Kevin",Y000063,1976,,0.5579999999999999,0.03,-107.36017,0.89239,943.0,67.0,,0.48700000000000004,0.23399999999999999
115,House,21524,2,2,ME,200,,,"POLIQUIN, Bruce Lee",P000611,1953,,0.36,-0.182,-158.12846000000002,0.8468100000000001,951.0,81.0,,0.33799999999999997,-0.036000000000000004
115,House,21334,52,6,MD,100,,,"DELANEY, John",D000620,1963,,-0.276,0.040999999999999995,-105.64891999999999,0.89294,933.0,51.0,,-0.282,0.111
115,House,20754,3,3,MA,100,,,"TSONGAS, Nicola S. (Niki)",T000465,1946,,-0.396,-0.19899999999999998,-64.09340999999999,0.9281799999999999,860.0,23.0,,-0.349,-0.39
115,House,29919,3,7,MA,100,,,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.08199999999999999,-69.97069,0.92615,912.0,23.0,,-0.5760000000000001,-0.034
115,House,10713,23,13,MI,100,,,"CONYERS, John, Jr.",C000714,1929,,-0.6579999999999999,-0.512,-33.52608,0.93881,531.0,15.0,,-0.601,-0.337
115,House,15033,23,9,MI,100,,,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-70.93397,0.92842,955.0,31.0,,-0.435,-0.012
115,House,21527,23,8,MI,200,,,"BISHOP, Michael Dean",B001293,1967,,0.451,0.095,-94.98035,0.9035,936.0,56.0,,0.47600000000000003,0.048
115,House,21528,23,11,MI,200,,,"TROTT, David A.",T000475,1960,,0.369,0.257,-73.98194000000001,0.92075,896.0,20.0,,0.364,0.19
115,House,21764,23,13,MI,100,,,"JONES, Brenda",J000303,1959,,-0.565,0.449,-0.38816,0.98831,33.0,0.0,,-0.569,0.455
115,House,14263,33,8,MN,100,,,"NOLAN, Richard Michael",N000127,1943,,-0.37200000000000005,-0.37200000000000005,-164.80005,0.82939,881.0,80.0,,-0.36,0.096
115,House,20726,33,1,MN,100,,,"WALZ, Tim",W000799,1964,,-0.275,0.131,-103.42569,0.85735,672.0,56.0,,-0.29100000000000004,-0.122
115,House,20727,33,5,MN,100,,,"ELLISON, Keith",E000288,1963,,-0.537,-0.58,-70.82184000000001,0.9168700000000001,816.0,21.0,,-0.551,-0.8
115,House,20924,33,3,MN,200,,,"PAULSEN, Erik",P000594,1965,,0.402,-0.191,-166.93075,0.83901,951.0,92.0,,0.32799999999999996,-0.043
115,House,21733,33,2,MN,200,,,"LEWIS, Jason Mark",L000587,1955,,0.506,-0.19699999999999998,-106.18645,0.8932899999999999,941.0,35.0,,0.506,-0.19699999999999998
115,House,20925,46,3,MS,200,,,"HARPER, Gregg",H001045,1956,,0.384,0.48,-64.82468,0.93211,922.0,15.0,,0.402,0.41700000000000004
115,House,21729,65,4,NV,100,,,"KIHUEN, Ruben Jesus",K000390,1980,,-0.397,0.226,-98.52466,0.9001899999999999,937.0,40.0,,-0.397,0.226
115,House,21743,65,3,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.285,0.287,-177.13377,0.8240000000000001,915.0,82.0,,-0.244,0.213
115,House,20731,4,1,NH,100,,,"SHEA-PORTER, Carol",S001170,1952,,-0.315,-0.131,-99.52711,0.89476,895.0,38.0,,-0.302,-0.213
115,House,20929,12,7,NJ,200,,,"LANCE, Leonard",L000567,1952,,0.32899999999999996,-0.237,-223.3813,0.7916300000000001,956.0,125.0,,0.262,-0.19399999999999998
115,House,21537,12,3,NJ,200,,,"MacARTHUR, Thomas Charles",M001193,1960,,0.20600000000000002,0.27399999999999997,-131.27432,0.8706799999999999,948.0,76.0,,0.204,0.29100000000000004
115,House,29539,12,2,NJ,200,,,"LoBIONDO, Frank A.",L000554,1946,,0.21100000000000002,-0.22399999999999998,-221.30431000000002,0.79219,950.0,107.0,,0.2,-0.07
115,House,29541,12,11,NJ,200,,,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-163.62492,0.84024,940.0,59.0,,0.34,0.01
115,House,20337,66,2,NM,200,,,"PEARCE, Stevan",P000588,1947,,0.47200000000000003,0.064,-131.691,0.86374,899.0,76.0,,0.475,0.077
115,House,21341,66,1,NM,100,,,"LUJAN GRISHAM, Michelle",L000580,1959,,-0.313,0.047,-125.69163,0.8695200000000001,899.0,67.0,,-0.267,-0.198
115,House,15444,13,25,NY,100,,,"SLAUGHTER, Louise McIntosh",S000480,1929,2018.0,-0.465,-0.10400000000000001,-44.86097,0.9274899999999999,596.0,11.0,,-0.517,0.08199999999999999
115,House,21560,13,11,NY,200,,,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.22699999999999998,0.095,-139.79283,0.8616799999999999,939.0,51.0,,0.24,0.04
115,House,21716,13,19,NY,200,,,"FASO, John J.",F000464,1952,,0.23399999999999999,-0.008,-160.99512,0.8447100000000001,954.0,78.0,,0.23399999999999999,-0.008
115,House,21749,13,22,NY,200,,,"TENNEY, Claudia",T000478,1961,,0.282,0.484,-92.64628,0.90727,952.0,58.0,,0.275,0.508
115,House,29925,13,14,NY,100,,,"CROWLEY, Joseph",C001038,1962,,-0.41200000000000003,-0.07,-69.85749,0.92443,889.0,29.0,,-0.509,0.022000000000000002
115,House,21347,47,9,NC,200,,,"PITTENGER, Robert",P000606,1948,,0.561,0.33299999999999996,-68.88374,0.9268700000000001,907.0,47.0,,0.5920000000000001,0.465
115,House,21350,36,1,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.389,0.299,-67.33287,0.92822,904.0,20.0,,0.43,0.301
115,House,20130,24,12,OH,200,,,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026000000000000002,-60.260940000000005,0.8925299999999999,530.0,24.0,,0.26899999999999996,0.552
115,House,21164,24,16,OH,200,,,"RENACCI, Jim",R000586,1958,,0.387,0.14300000000000002,-107.22367,0.88455,874.0,62.0,,0.423,0.174
115,House,21354,53,1,OK,200,,,"BRIDENSTINE, Jim",B001283,1975,,0.6890000000000001,-0.157,-29.487090000000002,0.9341700000000001,433.0,6.0,,0.623,-0.253
115,House,21546,53,5,OK,200,,,"RUSSELL, Steve",R000604,1963,,0.473,-0.183,-151.96706,0.84835,924.0,45.0,,0.51,-0.348
115,House,20134,14,9,PA,200,,,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.32299999999999995,-74.6645,0.91619,853.0,29.0,,0.317,0.276
115,House,20346,14,18,PA,200,,,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-46.30004,0.90675,473.0,20.0,,0.263,0.34600000000000003
115,House,20526,14,15,PA,200,,,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-107.19941000000001,0.85949,708.0,30.0,,0.271,-0.001
115,House,21168,14,7,PA,200,,,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,-115.51633999999999,0.8474700000000001,698.0,58.0,,0.217,0.135
115,House,21171,14,11,PA,200,,,"BARLETTA, Lou",B001269,1956,,0.278,0.39299999999999996,-72.16152,0.9197799999999999,863.0,21.0,,0.298,0.355
115,House,21357,14,12,PA,200,,,"ROTHFUS, Keith",R000598,1962,,0.498,0.044000000000000004,-92.02045,0.90805,954.0,36.0,,0.493,-0.098
115,House,21547,14,6,PA,200,,,"COSTELLO, Ryan",C001106,1976,,0.217,-0.055,-174.81377,0.8264299999999999,917.0,92.0,,0.22699999999999998,-0.059000000000000004
115,House,29777,14,1,PA,100,,,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-83.90751999999999,0.91355,928.0,24.0,,-0.53,0.441
115,House,21175,48,4,SC,200,,,"GOWDY, Trey",G000566,1964,,0.655,-0.002,-58.51558000000001,0.93732,904.0,17.0,,0.5479999999999999,0.257
115,House,29565,48,1,SC,200,,,"SANFORD, Mark",S000051,1960,,0.6859999999999999,-0.728,-259.14002999999997,0.75359,916.0,133.0,,0.633,-0.774
115,House,21177,37,1,SD,200,,,"NOEM, Kristi",N000184,1971,,0.39799999999999996,0.326,-85.73389,0.90395,849.0,35.0,,0.469,0.154
115,House,15455,54,2,TN,200,,,"DUNCAN, John J., Jr.",D000533,1947,,0.604,-0.47600000000000003,-270.66716,0.75095,945.0,93.0,,1.0,-0.03
115,House,20351,54,7,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.621,0.135,-58.25083000000001,0.93215,829.0,31.0,,0.643,0.2
115,House,21180,54,6,TN,200,,,"BLACK, Diane",B001273,1951,,0.58,0.21899999999999997,-43.95387,0.94078,720.0,13.0,,0.5720000000000001,0.08199999999999999
115,House,15085,49,6,TX,200,,,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,-98.12992,0.89976,929.0,38.0,,0.541,-0.129
115,House,15445,49,21,TX,200,,,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,-68.77216,0.92596,894.0,19.0,,0.491,0.11599999999999999
115,House,20139,49,7,TX,200,,,"CULBERSON, John",C001048,1956,,0.503,0.366,-80.52851,0.91815,943.0,22.0,,0.473,0.129
115,House,20352,49,5,TX,200,,,"HENSARLING, Jeb",H001036,1957,,0.703,0.04,-68.08408,0.93035,943.0,16.0,,0.645,0.062
115,House,20528,49,2,TX,200,,,"POE, Ted",P000592,1948,,0.594,-0.028999999999999998,-141.43323,0.85398,896.0,76.0,,0.594,-0.17
115,House,21184,49,27,TX,200,,,"FARENTHOLD, Blake",F000460,1961,,0.5479999999999999,0.016,-55.95071,0.92135,683.0,24.0,,0.636,0.005
115,House,21361,49,16,TX,100,,,"O'ROURKE, Beto",O000170,1972,,-0.304,-0.331,-111.02625,0.88781,933.0,47.0,,-0.245,-0.337
115,House,29143,49,3,TX,200,,,"JOHNSON, Sam",J000174,1930,,0.61,0.27699999999999997,-53.72498,0.9371,827.0,13.0,,0.67,0.114
115,House,29759,49,32,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.585,0.175,-62.82595,0.9360700000000001,951.0,18.0,,0.522,0.16899999999999998
115,House,39304,49,29,TX,100,,,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.324,0.45299999999999996,-168.01147,0.83275,918.0,66.0,,-0.38799999999999996,0.5920000000000001
115,House,20949,67,3,UT,200,,,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,-10.593110000000001,0.95867,251.0,5.0,,0.41700000000000004,0.366
115,House,21552,67,4,UT,200,,,"LOVE, Ludmya Bourdeau (Mia)",L000584,1975,,0.542,-0.055999999999999994,-102.70961,0.8950100000000001,926.0,39.0,,0.48100000000000004,-0.025
115,House,21553,40,7,VA,200,,,"BRAT, David A.",B001290,1964,,0.8290000000000001,-0.325,-88.74694000000001,0.91009,942.0,29.0,,0.8109999999999999,-0.341
115,House,21555,40,10,VA,200,,,"COMSTOCK, Barbara J.",C001105,1959,,0.276,0.389,-103.10576999999999,0.89376,918.0,36.0,,0.293,0.213
115,House,21721,40,5,VA,200,,,"GARRETT, Thomas Alexander Jr.",G000580,1972,,0.9309999999999999,-0.365,-127.34334,0.8593299999999999,840.0,69.0,,0.991,-0.136
115,House,21748,40,2,VA,200,,,"TAYLOR, Scott William",T000477,1979,,0.456,0.021,-96.73846999999999,0.89936,912.0,36.0,,0.456,0.021
115,House,39308,40,6,VA,200,,,"GOODLATTE, Robert William",G000289,1952,,0.496,-0.002,-83.84175,0.9154399999999999,949.0,22.0,,0.585,-0.035
115,House,20536,73,8,WA,200,,,"REICHERT, David G.",R000578,1950,,0.22399999999999998,-0.146,-162.32542,0.83905,925.0,66.0,,0.257,-0.023
115,House,21558,56,3,WV,200,,,"JENKINS, Evan H.",J000297,1960,,0.315,0.308,-103.90415,0.8855700000000001,855.0,66.0,,0.32899999999999996,0.33799999999999997
115,House,29939,25,1,WI,200,,,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-7.06452,0.76207,26.0,4.0,,0.31,0.205
116,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.35700000000000004,0.45899999999999996,-169.8181,0.8004600000000001,763.0,70.0,,0.52,0.38799999999999996
116,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.392,0.401,-28.49993,0.96452,789.0,11.0,,-0.43,0.384
116,House,21192,41,2,AL,200,,,"ROBY, Martha",R000591,1976,,0.36200000000000004,0.6579999999999999,-90.42097,0.88244,723.0,31.0,,0.34600000000000003,0.672
116,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.648,-0.433,-142.38162,0.8378899999999999,805.0,57.0,,0.772,-0.337
116,House,21376,41,1,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.61,0.25,-107.81607,0.85611,694.0,42.0,,0.7020000000000001,0.19399999999999998
116,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.705,-0.027999999999999997,-101.49351,0.87915,788.0,43.0,,0.669,0.085
116,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.37,0.589,-120.18381000000001,0.8532,757.0,44.0,,0.449,0.499
116,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.022000000000000002,-225.14189,0.7459100000000001,768.0,84.0,,0.336,0.085
116,House,20305,61,3,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.599,-0.255,-23.15599,0.9703700000000001,770.0,9.0,,-0.594,-0.5429999999999999
116,House,20902,61,2,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.165,-0.006999999999999999,-47.03018,0.93625,714.0,19.0,,-0.369,0.401
116,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.679,-0.418,-118.28403999999999,0.8548100000000001,754.0,46.0,,0.919,-0.395
116,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.588,-0.32,-202.8454,0.77823,809.0,95.0,,0.521,-0.312
116,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.449,-0.013999999999999999,-21.34725,0.9736,798.0,11.0,,-0.431,0.046
116,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.883,-0.469,-94.22601999999999,0.8881,794.0,30.0,,1.0,-0.03
116,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.19,0.149,-44.35411,0.946,799.0,14.0,,-0.33299999999999996,0.40399999999999997
116,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.604,-0.016,-107.66301999999999,0.87305,793.0,49.0,,0.591,0.019
116,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.313,-0.051,-20.250870000000003,0.9752799999999999,809.0,8.0,,-0.313,-0.042
116,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.41700000000000004,0.498,-88.42698,0.8882200000000001,746.0,37.0,,0.508,0.518
116,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.35600000000000004,0.579,-69.97592,0.91733,811.0,25.0,,0.382,0.599
116,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.45299999999999996,0.226,-93.86671,0.88994,805.0,35.0,,0.42100000000000004,0.337
116,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.5489999999999999,0.322,-76.96471,0.90784,796.0,31.0,,0.557,0.395
116,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.20600000000000002,-1.14096,0.98336,68.0,0.0,,-0.39899999999999997,0.23
116,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.349,-0.129,-14.93266,0.9817100000000001,809.0,4.0,,-0.42700000000000005,-0.005
116,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.34299999999999997,-0.10300000000000001,-15.76482,0.98049,800.0,4.0,,-0.341,-0.006999999999999999
116,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.215,-81.34183,0.9034399999999999,801.0,30.0,,0.462,0.366
116,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.136,-13.19015,0.9833799999999999,787.0,5.0,,-0.523,-0.037000000000000005
116,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.192,0.46399999999999997,-98.34518,0.8846,802.0,35.0,,-0.373,0.757
116,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.161,-28.411690000000004,0.9652799999999999,804.0,9.0,,-0.42,0.083
116,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.262,-0.152,-20.28472,0.97455,787.0,8.0,,-0.428,-0.16699999999999998
116,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.45799999999999996,0.217,-94.32295,0.8873200000000001,789.0,41.0,,0.424,0.371
116,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.38,-0.44,-41.57809,0.94763,773.0,9.0,,-0.316,-0.22699999999999998
116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.718,-0.47200000000000003,-175.02217,0.8015,791.0,96.0,,0.645,-0.386
116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.48700000000000004,-0.377,-16.15504,0.9802299999999999,809.0,6.0,,-0.43700000000000006,-0.42
